100位	115,166,453 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:56 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,239,652 pt
1200位	11,842,783 pt
1300位	10,226,032 pt
1000位	16,042,817 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:55 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,239,652 pt
1200位	11,842,783 pt
1300位	10,226,032 pt
1000位	15,963,891 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:53 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,842,783 pt
1300位	10,226,032 pt
1000位	15,963,891 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:51 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,842,783 pt
1300位	10,226,032 pt
1000位	15,963,891 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:50 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,842,783 pt
1300位	10,226,032 pt
1000位	15,963,891 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:49 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,842,783 pt
1300位	10,226,032 pt
1000位	15,963,891 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:48 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,842,783 pt
1300位	10,226,032 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:46 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,842,783 pt
1300位	10,226,032 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:45 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,842,783 pt
1300位	10,226,032 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:43 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,821,570 pt
1300位	10,226,032 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:41 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,818,704 pt
1300位	10,226,032 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:40 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,818,704 pt
1300位	10,226,032 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:39 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,818,704 pt
1300位	10,199,770 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:38 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,811,437 pt
1300位	10,199,770 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:36 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,113,060 pt
1200位	11,811,437 pt
1300位	10,199,770 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:35 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,104,667 pt
1200位	11,811,437 pt
1300位	10,199,770 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:33 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,104,667 pt
1200位	11,811,437 pt
1300位	10,199,770 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:31 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,104,667 pt
1200位	11,811,437 pt
1300位	10,199,770 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:30 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,104,667 pt
1200位	11,811,437 pt
1300位	10,199,770 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:29 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,104,667 pt
1200位	11,811,437 pt
1300位	10,199,770 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:28 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,104,667 pt
1200位	11,811,437 pt
1300位	10,199,770 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:27 集計時点 BYそくどん


100位	88,761,185 pt
500位	38,104,667 pt
1200位	11,811,437 pt
1300位	10,199,770 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:26 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,104,667 pt
1200位	11,774,219 pt
1300位	10,183,636 pt
1000位	15,935,523 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:24 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,104,667 pt
1200位	11,774,219 pt
1300位	10,177,894 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:23 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,104,667 pt
1200位	11,774,219 pt
1300位	10,177,894 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:22 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,104,667 pt
1200位	11,774,219 pt
1300位	10,177,894 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:21 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,104,667 pt
1200位	11,774,219 pt
1300位	10,177,894 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:20 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,104,667 pt
1200位	11,774,219 pt
1300位	10,177,894 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:19 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,104,667 pt
1200位	11,774,219 pt
1300位	10,177,894 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:18 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,097,771 pt
1200位	11,744,170 pt
1300位	10,177,622 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:16 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,097,771 pt
1200位	11,744,170 pt
1300位	10,130,636 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:15 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,065,544 pt
1200位	11,744,170 pt
1300位	10,130,636 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:13 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,021,020 pt
1200位	11,744,170 pt
1300位	10,130,636 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:11 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,021,020 pt
1200位	11,744,170 pt
1300位	10,130,636 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:10 集計時点 BYそくどん


100位	88,672,934 pt
500位	38,018,260 pt
1200位	11,727,093 pt
1300位	10,112,830 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:09 集計時点 BYそくどん


100位	88,672,934 pt
500位	37,992,520 pt
1200位	11,723,319 pt
1300位	10,098,203 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:08 集計時点 BYそくどん


100位	88,672,934 pt
500位	37,894,871 pt
1200位	11,723,319 pt
1300位	10,098,203 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	315,232,853 pt
	11位	304,056,920 pt
20位	174,754,951 pt
※04/11 19:06 集計時点 BYそくどん


100位	88,672,934 pt
500位	37,894,871 pt
1200位	11,723,319 pt
1300位	10,098,203 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	301,180,796 pt
20位	174,754,951 pt
※04/11 19:05 集計時点 BYそくどん


100位	88,379,037 pt
500位	37,894,871 pt
1200位	11,723,319 pt
1300位	10,098,203 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,754,951 pt
※04/11 19:03 集計時点 BYそくどん


100位	88,379,037 pt
500位	37,894,871 pt
1200位	11,723,319 pt
1300位	10,094,070 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,754,951 pt
※04/11 19:01 集計時点 BYそくどん


100位	88,341,885 pt
500位	37,894,871 pt
1200位	11,723,319 pt
1300位	10,094,070 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,754,951 pt
※04/11 19:00 集計時点 BYそくどん


100位	88,341,885 pt
500位	37,894,871 pt
1200位	11,723,319 pt
1300位	10,094,070 pt
1000位	15,925,712 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,754,951 pt
※04/11 18:59 集計時点 BYそくどん


100位	88,341,885 pt
500位	37,884,076 pt
1200位	11,723,319 pt
1300位	10,094,070 pt
1000位	15,921,001 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,754,951 pt
※04/11 18:58 集計時点 BYそくどん


100位	88,341,885 pt
500位	37,701,720 pt
1200位	11,723,319 pt
1300位	10,094,070 pt
1000位	15,921,001 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,754,951 pt
※04/11 18:56 集計時点 BYそくどん


100位	88,341,885 pt
500位	37,681,515 pt
1200位	11,717,007 pt
1300位	10,094,070 pt
1000位	15,921,001 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,754,951 pt
※04/11 18:55 集計時点 BYそくどん


100位	88,086,533 pt
500位	37,622,114 pt
1200位	11,717,007 pt
1300位	10,088,451 pt
1000位	15,854,336 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,754,815 pt
※04/11 18:53 集計時点 BYそくどん


100位	88,086,533 pt
500位	37,604,115 pt
1200位	11,717,007 pt
1300位	10,088,451 pt
1000位	15,854,336 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,819 pt
※04/11 18:51 集計時点 BYそくどん


100位	88,086,533 pt
500位	37,491,811 pt
1200位	11,717,007 pt
1300位	10,088,451 pt
1000位	15,854,336 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:50 集計時点 BYそくどん


100位	88,086,533 pt
500位	37,491,811 pt
1200位	11,717,007 pt
1300位	10,088,451 pt
1000位	15,837,403 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:49 集計時点 BYそくどん


100位	88,086,533 pt
500位	37,491,811 pt
1200位	11,717,007 pt
1300位	10,088,451 pt
1000位	15,837,403 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:48 集計時点 BYそくどん


100位	88,075,665 pt
500位	37,491,811 pt
1200位	11,717,007 pt
1300位	10,088,451 pt
1000位	15,837,403 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:46 集計時点 BYそくどん


100位	88,075,665 pt
500位	37,491,811 pt
1200位	11,717,007 pt
1300位	10,088,451 pt
1000位	15,826,074 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:45 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,491,811 pt
1200位	11,717,007 pt
1300位	10,088,451 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:43 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,717,007 pt
1300位	10,088,451 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:41 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,717,007 pt
1300位	10,088,451 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:40 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,717,007 pt
1300位	10,088,451 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:39 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,680,941 pt
1300位	10,088,451 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:38 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,676,669 pt
1300位	10,088,451 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:36 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,676,669 pt
1300位	10,072,090 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:35 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,672,317 pt
1300位	10,072,090 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:33 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,668,583 pt
1300位	10,063,644 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:31 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,668,583 pt
1300位	10,063,644 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:30 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,663,478 pt
1300位	10,063,644 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:29 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,663,478 pt
1300位	10,034,748 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:28 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,663,478 pt
1300位	10,030,621 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:27 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,663,478 pt
1300位	10,030,621 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:26 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,663,478 pt
1300位	10,030,621 pt
1000位	15,740,929 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,753,683 pt
※04/11 18:25 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,663,478 pt
1300位	10,030,621 pt
1000位	15,702,712 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,755 pt
※04/11 18:23 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,645,329 pt
1300位	10,030,621 pt
1000位	15,702,712 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:21 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,641,496 pt
1300位	10,012,302 pt
1000位	15,702,712 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:20 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,641,352 pt
1300位	10,012,166 pt
1000位	15,702,712 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:19 集計時点 BYそくどん


100位	88,075,529 pt
500位	37,490,633 pt
1200位	11,641,352 pt
1300位	10,003,824 pt
1000位	15,671,102 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:18 集計時点 BYそくどん


100位	87,448,070 pt
500位	37,461,991 pt
1200位	11,641,352 pt
1300位	10,003,824 pt
1000位	15,671,102 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:16 集計時点 BYそくどん


100位	87,448,070 pt
500位	37,461,991 pt
1200位	11,641,352 pt
1300位	10,003,824 pt
1000位	15,671,102 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:15 集計時点 BYそくどん


100位	87,448,070 pt
500位	37,461,991 pt
1200位	11,641,352 pt
1300位	10,003,824 pt
1000位	15,671,102 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:13 集計時点 BYそくどん


100位	87,448,070 pt
500位	37,426,637 pt
1200位	11,641,352 pt
1300位	10,003,824 pt
1000位	15,671,102 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:11 集計時点 BYそくどん


100位	87,448,070 pt
500位	37,426,637 pt
1200位	11,641,352 pt
1300位	10,003,824 pt
1000位	15,671,102 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:10 集計時点 BYそくどん


100位	87,448,070 pt
500位	37,418,820 pt
1200位	11,607,493 pt
1300位	10,003,824 pt
1000位	15,658,515 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:09 集計時点 BYそくどん


100位	87,448,070 pt
500位	37,418,820 pt
1200位	11,607,493 pt
1300位	10,003,824 pt
1000位	15,658,515 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:08 集計時点 BYそくどん


100位	87,448,070 pt
500位	37,418,820 pt
1200位	11,607,493 pt
1300位	10,003,824 pt
1000位	15,658,515 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:06 集計時点 BYそくどん


100位	87,448,070 pt
500位	37,386,896 pt
1200位	11,607,493 pt
1300位	10,003,824 pt
1000位	15,658,515 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:05 集計時点 BYそくどん


100位	87,266,267 pt
500位	37,386,896 pt
1200位	11,607,206 pt
1300位	10,003,824 pt
1000位	15,642,180 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:03 集計時点 BYそくどん


100位	87,266,267 pt
500位	37,386,896 pt
1200位	11,607,206 pt
1300位	10,003,824 pt
1000位	15,642,180 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:01 集計時点 BYそくどん


100位	87,266,267 pt
500位	37,386,896 pt
1200位	11,607,206 pt
1300位	10,003,824 pt
1000位	15,642,180 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 18:00 集計時点 BYそくどん


100位	87,266,267 pt
500位	37,363,180 pt
1200位	11,607,206 pt
1300位	10,003,824 pt
1000位	15,642,180 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 17:59 集計時点 BYそくどん


100位	87,266,267 pt
500位	37,363,180 pt
1200位	11,607,206 pt
1300位	10,003,824 pt
1000位	15,642,180 pt
	1位	608,322,404 pt
10位	304,056,920 pt
	11位	294,938,248 pt
20位	174,752,279 pt
※04/11 17:58 集計時点 BYそくどん
