146位のチームA pt	2,232,449 pt
96位のチームJ pt	3,155,849 pt
※10/29(土)12:56 集計時点
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,576,542 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,083,200 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,259,941 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,412,403 pt
96位のチームJ pt	3,155,849 pt
※10/29(土)12:57 集計時点
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,576,542 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,083,200 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,259,941 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,414,244 pt
96位のチームJ pt	3,155,849 pt
※10/29(土) 12:57 集計時点BY SKDN
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,576,542 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,083,200 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,259,941 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,414,244 pt
96位のチームJ pt	3,155,849 pt
※10/29(土)12:57 集計時点
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,576,892 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,083,200 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,414,244 pt
96位のチームJ pt	3,158,376 pt
※10/29(土)12:58 集計時点
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,577,592 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,083,200 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,414,244 pt
96位のチームJ pt	3,158,477 pt
※10/29(土) 12:58 集計時点BY SKDN
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,577,592 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,083,200 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,414,244 pt
96位のチームJ pt	3,158,477 pt
※10/29(土)12:58 集計時点
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,578,292 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,083,200 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,414,244 pt
96位のチームJ pt	3,158,578 pt
※10/29(土)12:59 集計時点
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,083,200 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,414,346 pt
96位のチームJ pt	3,158,580 pt
※10/29(土) 13:00 集計時点BY SKDN
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,083,200 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,414,346 pt
96位のチームJ pt	3,158,580 pt
※10/29(土)13:00 集計時点
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,083,200 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,419,483 pt
96位のチームJ pt	3,158,580 pt
※10/29(土)13:00 集計時点
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,087,861 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,419,483 pt
96位のチームJ pt	3,161,036 pt
※10/29(土) 13:00 集計時点BY SKDN
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,087,861 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,419,483 pt
96位のチームJ pt	3,161,036 pt
※10/29(土)13:00 集計時点
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,087,962 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,891,483 pt
96位のチームI pt	3,420,767 pt
96位のチームJ pt	3,161,038 pt
※10/29(土)13:01 集計時点
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,088,064 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,892,004 pt
96位のチームI pt	3,420,767 pt
96位のチームJ pt	3,161,139 pt
※10/29(土) 13:01 集計時点BY SKDN
96位のチームA pt	2,314,280 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,088,064 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,892,004 pt
96位のチームI pt	3,420,767 pt
96位のチームJ pt	3,161,139 pt
※10/29(土)13:01 集計時点
96位のチームA pt	2,314,281 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,088,165 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,892,004 pt
96位のチームI pt	3,420,767 pt
96位のチームJ pt	3,161,240 pt
※10/29(土)13:02 集計時点
96位のチームA pt	2,322,540 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,090,870 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,892,004 pt
96位のチームI pt	3,429,712 pt
96位のチームJ pt	3,161,240 pt
※10/29(土) 13:02 集計時点BY SKDN
96位のチームA pt	2,322,540 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,090,870 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,892,004 pt
96位のチームI pt	3,429,712 pt
96位のチームJ pt	3,161,240 pt
※10/29(土)13:02 集計時点
96位のチームA pt	2,322,540 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,090,971 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,892,704 pt
96位のチームI pt	3,429,712 pt
96位のチームJ pt	3,161,240 pt
※10/29(土)13:03 集計時点
96位のチームA pt	2,322,540 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,090,972 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,429,712 pt
96位のチームJ pt	3,161,240 pt
※10/29(土) 13:03 集計時点BY SKDN
96位のチームA pt	2,322,540 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,090,972 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,429,712 pt
96位のチームJ pt	3,161,240 pt
※10/29(土)13:03 集計時点
96位のチームA pt	2,322,540 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,091,073 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,429,712 pt
96位のチームJ pt	3,163,767 pt
※10/29(土)13:04 集計時点
96位のチームA pt	2,322,540 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,091,074 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,163,868 pt
※10/29(土) 13:04 集計時点BY SKDN
96位のチームA pt	2,322,540 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,091,074 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,163,868 pt
※10/29(土)13:04 集計時点
96位のチームA pt	2,322,540 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,093,687 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,163,870 pt
※10/29(土)13:05 集計時点
96位のチームA pt	2,322,540 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,095,766 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,163,971 pt
※10/29(土) 13:05 集計時点BY SKDN
96位のチームA pt	2,322,540 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,095,766 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,163,971 pt
※10/29(土)13:05 集計時点
96位のチームA pt	2,323,545 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,095,766 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,164,448 pt
※10/29(土)13:06 集計時点
96位のチームA pt	2,323,559 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,095,766 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,164,703 pt
※10/29(土) 13:06 集計時点BY SKDN
96位のチームA pt	2,323,559 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,095,766 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,164,703 pt
※10/29(土)13:06 集計時点
96位のチームA pt	2,324,696 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,572 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,166,498 pt
※10/29(土)13:07 集計時点
96位のチームA pt	2,324,797 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,572 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,166,600 pt
※10/29(土) 13:07 集計時点BY SKDN
96位のチームA pt	2,324,797 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,572 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,166,600 pt
※10/29(土)13:07 集計時点
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,974,923 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,572 pt
96位のチームF pt	4,677,402 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,166,600 pt
※10/29(土)13:08 集計時点
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,040 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,572 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,168,673 pt
※10/29(土) 13:08 集計時点BY SKDN
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,040 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,572 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,168,673 pt
※10/29(土)13:08 集計時点
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,040 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,572 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,168,673 pt
※10/29(土)13:09 集計時点
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,040 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,621 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,169,487 pt
※10/29(土) 13:09 集計時点BY SKDN
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,040 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,621 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,169,487 pt
※10/29(土) 13:10 集計時点BY SKDN
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,040 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,621 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,169,487 pt
※10/29(土)13:09 集計時点
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,040 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,621 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,169,487 pt
※10/29(土)13:10 集計時点
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,040 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,621 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,169,487 pt
※10/29(土)13:11 集計時点
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,140 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,621 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,169,487 pt
※10/29(土) 13:11 集計時点BY SKDN
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,140 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,621 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,169,487 pt
※10/29(土)13:11 集計時点
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,142 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,621 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,169,487 pt
※10/29(土)13:12 集計時点
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,242 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,621 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
96位のチームJ pt	3,170,435 pt
※10/29(土) 13:12 集計時点BY SKDN
96位のチームA pt	2,325,998 pt
96位のチームB pt	3,975,242 pt
96位のチームC pt	2,581,685 pt
96位のチームD pt	2,765,007 pt
96位のチームE pt	3,096,621 pt
96位のチームF pt	4,678,851 pt
96位のチームG pt	2,263,211 pt
96位のチームH pt	2,893,823 pt
96位のチームI pt	3,435,841 pt
